Class,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
ABP,0.1,0.05,0,0,0.05,0,0,0.05,0.15,0,0,0,0.1,0,0.05,0.15,0,0.25,0,0.05
ABP,0.111111111,0.111111111,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0.111111111,0,0.111111111,0.333333333,0.111111111,0
ABP,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0,0.058823529,0,0.117647059,0.294117647,0.058823529,0.176470588,0,0,0.058823529,0,0.058823529
ABP,0,0,0.111111111,0,0,0.111111111,0,0.111111111,0,0.111111111,0.111111111,0,0,0,0.111111111,0,0,0.222222222,0,0.111111111
ABP,0.066666667,0,0,0,0,0,0,0.133333333,0.133333333,0.066666667,0,0,0.066666667,0.066666667,0.066666667,0,0.066666667,0.133333333,0.066666667,0.133333333
ABP,0.066666667,0,0,0,0,0,0,0.133333333,0.133333333,0.066666667,0,0,0.133333333,0.066666667,0.066666667,0,0,0.133333333,0.066666667,0.133333333
ABP,0,0,0,0,0,0.058823529,0.058823529,0.058823529,0,0,0,0.117647059,0.352941176,0.058823529,0.176470588,0,0,0.058823529,0,0.058823529
ABP,0.066666667,0,0,0,0,0,0,0.133333333,0.133333333,0.066666667,0,0,0.133333333,0.066666667,0.066666667,0,0.066666667,0.066666667,0.066666667,0.133333333
ABP,0.066666667,0,0,0,0,0.133333333,0,0.133333333,0.2,0.066666667,0,0,0.066666667,0,0,0.066666667,0.066666667,0.133333333,0.066666667,0
ABP,0,0,0,0,0,0,0.066666667,0.066666667,0,0.066666667,0,0,0.4,0.066666667,0.2,0,0,0.066666667,0,0.066666667
ABP,0,0.105263158,0,0,0.052631579,0.052631579,0,0.105263158,0.105263158,0,0,0,0.157894737,0,0.105263158,0.105263158,0.052631579,0.105263158,0.052631579,0
ABP,0.2,0,0,0.066666667,0,0.066666667,0.033333333,0.066666667,0.066666667,0,0.033333333,0,0.033333333,0,0.166666667,0.166666667,0.033333333,0.033333333,0,0.033333333
ABP,0.162790698,0.139534884,0.023255814,0.023255814,0.046511628,0.11627907,0.046511628,0.023255814,0.046511628,0.11627907,0,0.046511628,0,0.023255814,0.069767442,0.046511628,0.023255814,0.046511628,0,0
ABP,0.051282051,0.179487179,0.025641026,0.025641026,0,0.051282051,0,0.102564103,0.102564103,0.025641026,0,0.076923077,0.025641026,0,0.102564103,0.076923077,0.076923077,0.025641026,0.025641026,0.025641026
ABP,0.023255814,0.139534884,0.023255814,0.046511628,0,0.093023256,0.023255814,0.023255814,0.11627907,0.023255814,0,0.069767442,0,0,0.069767442,0.093023256,0.069767442,0.11627907,0.023255814,0.046511628
ABP,0.029411765,0.147058824,0,0,0.029411765,0.176470588,0.058823529,0.088235294,0.029411765,0.029411765,0,0.029411765,0.029411765,0.058823529,0.147058824,0.058823529,0.029411765,0,0,0.058823529
ABP,0,0.142857143,0,0,0,0.095238095,0.047619048,0.023809524,0.095238095,0.023809524,0.023809524,0.047619048,0.095238095,0.047619048,0.19047619,0.047619048,0.023809524,0.095238095,0,0
ABP,0,0.108108108,0.027027027,0,0.054054054,0.162162162,0.054054054,0.081081081,0,0.027027027,0.027027027,0.027027027,0.054054054,0.135135135,0.135135135,0.027027027,0.054054054,0.027027027,0,0
ABP,0.153846154,0.153846154,0.025641026,0,0,0.051282051,0.051282051,0.025641026,0.051282051,0.051282051,0,0.076923077,0,0,0.102564103,0.051282051,0.051282051,0.076923077,0.025641026,0.051282051
ABP,0.078947368,0.157894737,0,0.026315789,0.105263158,0.157894737,0.052631579,0.026315789,0.052631579,0.078947368,0,0.052631579,0.052631579,0.026315789,0.052631579,0.026315789,0.052631579,0,0,0
ABP,0.0625,0.1875,0,0.03125,0,0.09375,0,0.03125,0,0.09375,0,0,0,0,0.25,0.09375,0.0625,0.03125,0,0.0625
ABP,0.139534884,0.139534884,0.023255814,0.023255814,0.046511628,0.11627907,0.046511628,0.046511628,0.046511628,0.069767442,0,0.069767442,0,0.023255814,0.046511628,0.069767442,0.023255814,0.069767442,0,0
ABP,0.048780488,0.146341463,0,0,0.048780488,0.097560976,0.024390244,0.146341463,0.048780488,0,0.024390244,0.097560976,0.073170732,0.048780488,0.073170732,0,0.073170732,0.024390244,0.024390244,0
ABP,0.052631579,0.157894737,0,0,0.052631579,0.157894737,0.052631579,0.052631579,0.026315789,0.026315789,0,0.052631579,0.026315789,0.052631579,0.157894737,0.026315789,0.052631579,0,0,0.052631579
ABP,0.159090909,0.090909091,0,0.022727273,0,0.136363636,0.022727273,0.022727273,0,0,0,0.159090909,0.022727273,0,0.068181818,0.068181818,0.045454545,0.113636364,0,0.068181818
ABP,0.128205128,0.153846154,0.051282051,0,0.025641026,0.102564103,0.051282051,0,0.076923077,0.102564103,0,0.076923077,0,0,0.051282051,0.051282051,0.025641026,0.051282051,0,0.051282051
ABP,0.097560976,0.146341463,0.048780488,0,0.048780488,0.146341463,0.048780488,0.024390244,0.097560976,0.073170732,0,0.024390244,0,0,0.048780488,0.073170732,0.024390244,0.048780488,0,0.048780488
ABP,0.05,0.15,0,0.125,0.025,0.05,0.025,0.025,0.1,0.075,0.075,0.05,0.05,0.025,0.025,0.025,0,0.05,0,0.075
ABP,0,0.15,0,0.05,0.15,0.1,0.025,0,0.05,0.075,0.025,0,0.1,0.025,0.025,0.075,0.05,0.075,0.025,0
ABP,0.055555556,0.166666667,0.027777778,0,0,0.111111111,0.027777778,0.055555556,0.111111111,0.027777778,0,0.027777778,0.027777778,0.083333333,0.027777778,0.055555556,0.055555556,0.027777778,0,0.111111111
ABP,0.060606061,0.151515152,0.03030303,0,0,0.090909091,0.060606061,0.03030303,0.090909091,0.060606061,0,0.060606061,0.03030303,0.03030303,0.060606061,0.060606061,0.03030303,0.060606061,0.03030303,0.060606061
ABP,0.03125,0.1875,0,0,0.03125,0.09375,0,0.0625,0.03125,0,0,0.03125,0,0.15625,0.0625,0.125,0,0,0.0625,0.125
ABP,0,0.210526316,0.078947368,0.026315789,0.026315789,0.157894737,0.026315789,0.052631579,0.052631579,0.026315789,0,0.026315789,0.078947368,0.026315789,0,0.105263158,0.026315789,0.026315789,0.026315789,0.026315789
ABP,0.065217391,0.173913043,0.086956522,0.043478261,0.065217391,0.086956522,0.086956522,0,0.065217391,0,0,0.043478261,0,0.043478261,0.043478261,0.065217391,0.065217391,0.065217391,0,0
ABP,0.081632653,0,0.081632653,0,0,0.102040816,0.040816327,0,0.040816327,0.102040816,0.040816327,0.020408163,0.081632653,0.040816327,0.06122449,0.06122449,0.12244898,0.06122449,0.020408163,0.040816327
ABP,0.027777778,0.166666667,0,0,0.027777778,0.166666667,0.055555556,0.083333333,0.027777778,0.027777778,0,0.055555556,0.027777778,0.055555556,0.111111111,0.055555556,0.055555556,0,0,0.055555556
ABP,0.139534884,0.139534884,0.023255814,0.046511628,0.046511628,0.11627907,0.046511628,0.046511628,0.023255814,0.093023256,0,0.023255814,0,0,0.11627907,0.069767442,0.023255814,0.046511628,0,0
ABP,0.15,0.15,0.025,0,0,0.05,0.05,0.025,0.05,0.05,0,0.1,0,0,0.1,0.05,0.05,0.05,0.05,0.05
ABP,0,0.15,0,0.025,0.1,0.125,0.025,0,0.05,0.175,0,0,0.075,0,0.025,0.125,0.025,0.075,0.025,0
ABP,0.052631579,0.157894737,0,0,0.078947368,0.184210526,0.052631579,0.026315789,0.026315789,0.026315789,0,0.026315789,0.026315789,0.052631579,0.131578947,0.052631579,0.052631579,0,0,0.052631579
ABP,0.166666667,0.2,0,0.033333333,0.033333333,0.066666667,0,0.1,0,0.033333333,0,0,0.033333333,0.033333333,0.133333333,0,0.033333333,0,0.033333333,0.1
ABP,0.051282051,0.051282051,0.025641026,0.076923077,0.025641026,0.076923077,0,0.051282051,0.076923077,0.051282051,0,0.025641026,0.025641026,0.025641026,0.179487179,0.128205128,0.051282051,0,0,0.076923077
ABP,0,0.142857143,0.023809524,0,0.023809524,0.119047619,0.023809524,0.047619048,0.095238095,0.071428571,0.023809524,0,0.071428571,0.023809524,0.095238095,0.047619048,0.095238095,0.071428571,0.023809524,0
ABP,0.130434783,0.130434783,0.043478261,0.043478261,0,0.130434783,0.043478261,0.02173913,0.086956522,0.130434783,0.02173913,0,0.02173913,0,0,0.02173913,0.043478261,0.086956522,0.02173913,0.02173913
ABP,0.153846154,0.153846154,0.025641026,0,0.025641026,0.051282051,0.051282051,0.051282051,0.025641026,0.051282051,0,0.076923077,0,0,0.102564103,0.051282051,0.051282051,0.076923077,0,0.051282051
ABP,0.166666667,0.2,0,0.033333333,0.033333333,0.1,0,0.066666667,0,0.033333333,0,0,0.033333333,0.033333333,0.133333333,0,0.033333333,0,0.033333333,0.1
ABP,0.128205128,0.153846154,0.051282051,0,0.025641026,0.128205128,0.051282051,0.025641026,0.025641026,0.076923077,0.025641026,0.025641026,0.025641026,0,0.128205128,0.025641026,0.025641026,0.051282051,0.025641026,0
ABP,0.078947368,0.157894737,0,0.026315789,0.105263158,0.157894737,0.052631579,0.026315789,0.052631579,0.052631579,0,0.052631579,0.052631579,0.052631579,0.052631579,0.026315789,0.052631579,0,0,0
ABP,0.076923077,0.128205128,0,0,0,0.102564103,0,0.076923077,0.076923077,0.051282051,0,0.076923077,0.076923077,0,0.076923077,0.102564103,0.128205128,0,0,0.025641026
ABP,0.152173913,0.130434783,0.02173913,0,0.02173913,0.086956522,0.043478261,0.02173913,0.043478261,0.086956522,0,0.043478261,0.02173913,0,0.065217391,0.108695652,0.065217391,0.043478261,0.02173913,0.02173913
ABP,0.166666667,0.2,0,0.033333333,0,0.1,0,0.1,0,0.033333333,0,0,0.033333333,0.033333333,0.133333333,0,0.033333333,0,0.033333333,0.1
ABP,0.102040816,0.12244898,0.102040816,0.06122449,0.040816327,0.081632653,0.020408163,0.020408163,0,0.081632653,0.06122449,0.020408163,0.020408163,0,0,0.12244898,0.040816327,0.081632653,0,0.020408163
ABP,0.045454545,0.136363636,0.045454545,0.045454545,0.022727273,0.159090909,0,0.022727273,0.068181818,0.022727273,0,0.090909091,0,0,0.045454545,0.068181818,0.045454545,0.068181818,0.045454545,0.068181818
ABP,0.1,0.15,0.05,0.025,0.025,0.125,0.025,0.025,0.1,0.1,0,0.05,0,0.025,0.025,0.075,0.025,0.075,0,0
ABP,0,0.171428571,0.028571429,0.028571429,0,0.085714286,0.057142857,0,0.057142857,0.114285714,0.057142857,0.028571429,0,0,0.2,0,0.085714286,0.028571429,0,0.057142857
ABP,0.075,0,0.1,0.075,0.025,0.125,0,0.025,0,0.025,0.025,0.075,0.075,0.025,0.05,0.1,0.1,0.05,0,0.05
ABP,0.025641026,0.153846154,0.025641026,0,0.025641026,0.102564103,0.025641026,0.051282051,0.128205128,0.051282051,0,0.025641026,0.128205128,0.025641026,0.051282051,0.025641026,0.076923077,0.051282051,0,0.025641026
ABP,0.073170732,0.146341463,0.048780488,0.048780488,0.048780488,0.097560976,0.097560976,0.024390244,0.024390244,0.024390244,0,0.048780488,0.024390244,0.073170732,0.073170732,0.024390244,0.048780488,0.048780488,0,0.024390244
ABP,0,0.1875,0.0625,0.0625,0.03125,0.0625,0,0.0625,0.125,0.03125,0.03125,0.03125,0.0625,0,0.03125,0.09375,0,0.03125,0.03125,0.0625
ABP,0.022727273,0.136363636,0.022727273,0.045454545,0.022727273,0.136363636,0.022727273,0,0,0.045454545,0,0.068181818,0.090909091,0,0.068181818,0.113636364,0.022727273,0.068181818,0,0.113636364
ABP,0.133333333,0,0,0.033333333,0,0.033333333,0.133333333,0,0,0.1,0,0,0.166666667,0.066666667,0.166666667,0.066666667,0.033333333,0,0,0.066666667
ABP,0.057142857,0.028571429,0,0,0,0.257142857,0.028571429,0.114285714,0.085714286,0.085714286,0,0,0.028571429,0,0.171428571,0.028571429,0.028571429,0.057142857,0,0.028571429
ABP,0,0.162790698,0.023255814,0,0.139534884,0.093023256,0.046511628,0.023255814,0.023255814,0.023255814,0,0.046511628,0,0.046511628,0.023255814,0.186046512,0.139534884,0,0,0.023255814
ABP,0.054054054,0.054054054,0.027027027,0.054054054,0,0.081081081,0,0.054054054,0.081081081,0.054054054,0,0.027027027,0.027027027,0.027027027,0.189189189,0.135135135,0.054054054,0,0,0.081081081
ABP,0.1,0.15,0.025,0,0,0.15,0.05,0.025,0.025,0.1,0,0.1,0,0,0.1,0.05,0.05,0.05,0,0.025
ABP,0,0.2,0.033333333,0.033333333,0,0.133333333,0,0.066666667,0.133333333,0.066666667,0,0,0.066666667,0,0.033333333,0.1,0.066666667,0.033333333,0,0.033333333
ABP,0.073170732,0.146341463,0.048780488,0.048780488,0.048780488,0.097560976,0.097560976,0,0.024390244,0.024390244,0,0.048780488,0.024390244,0.073170732,0.12195122,0.024390244,0.024390244,0.048780488,0,0.024390244
ABP,0.125,0.15,0.025,0,0,0.15,0.05,0.025,0.025,0.1,0,0.1,0,0,0.075,0.05,0.05,0.05,0,0.025
ABP,0.117647059,0.088235294,0,0,0.029411765,0.088235294,0,0.029411765,0.176470588,0.058823529,0,0.029411765,0.029411765,0.058823529,0.058823529,0.058823529,0.117647059,0.058823529,0,0
ABP,0,0.142857143,0,0.023809524,0.047619048,0.119047619,0.023809524,0.095238095,0.023809524,0,0,0.047619048,0.071428571,0.023809524,0.19047619,0.023809524,0.071428571,0.071428571,0.023809524,0
ABP,0.142857143,0.257142857,0,0,0.057142857,0.114285714,0,0,0.114285714,0,0,0,0,0,0.171428571,0.085714286,0,0,0.028571429,0.028571429
ABP,0.145833333,0.145833333,0,0.020833333,0,0.0625,0,0.020833333,0.041666667,0,0.0625,0.104166667,0,0.020833333,0,0.208333333,0.104166667,0.020833333,0,0.041666667
ABP,0.022222222,0.155555556,0.022222222,0,0,0.088888889,0.044444444,0,0.022222222,0.022222222,0.022222222,0.066666667,0,0.044444444,0.022222222,0.222222222,0.066666667,0,0,0.177777778
ABP,0.175,0.15,0.05,0,0.025,0.1,0.05,0.025,0.1,0.05,0,0.025,0.025,0,0.1,0.025,0.025,0.05,0.025,0
ABP,0.027777778,0.166666667,0.027777778,0,0.027777778,0.111111111,0.027777778,0.055555556,0.111111111,0.055555556,0,0.027777778,0.111111111,0.027777778,0.055555556,0,0.083333333,0.055555556,0,0.027777778
ABP,0.027027027,0,0.054054054,0.027027027,0.027027027,0.135135135,0.054054054,0.027027027,0.027027027,0.162162162,0.054054054,0,0.108108108,0.054054054,0.081081081,0,0.135135135,0,0,0.027027027
ABP,0.275862069,0,0,0,0.034482759,0.137931034,0.068965517,0.034482759,0.172413793,0.034482759,0,0,0,0,0.103448276,0.068965517,0,0.068965517,0,0
ABP,0.033333333,0.1,0.033333333,0,0,0.2,0.033333333,0,0.166666667,0.033333333,0.033333333,0,0.066666667,0,0.166666667,0.033333333,0.066666667,0,0.033333333,0
ABP,0.027027027,0.162162162,0,0,0.054054054,0.189189189,0.054054054,0.027027027,0.135135135,0,0,0.027027027,0.027027027,0.081081081,0.027027027,0.027027027,0.027027027,0,0,0.135135135
ABP,0,0.146341463,0,0.024390244,0.048780488,0.097560976,0,0.048780488,0,0.024390244,0.048780488,0.048780488,0.097560976,0.048780488,0.195121951,0.024390244,0.024390244,0.097560976,0.024390244,0
ABP,0,0.146341463,0,0,0.048780488,0.097560976,0,0.048780488,0,0.024390244,0.048780488,0.048780488,0.097560976,0.073170732,0.195121951,0.024390244,0.024390244,0.097560976,0.024390244,0
ABP,0.125,0.15,0.075,0,0.025,0.125,0.05,0.025,0.025,0.075,0,0.025,0,0,0.1,0.075,0.05,0.075,0,0
ABP,0.026315789,0,0,0,0.026315789,0.210526316,0.026315789,0.026315789,0.157894737,0.078947368,0,0.026315789,0.026315789,0.026315789,0.157894737,0.131578947,0,0.052631579,0,0.026315789
ABP,0.029411765,0.176470588,0.029411765,0,0.058823529,0.058823529,0.058823529,0.058823529,0.088235294,0.117647059,0,0.029411765,0,0,0.117647059,0.029411765,0.058823529,0.058823529,0,0.029411765
ABP,0.153846154,0.153846154,0.025641026,0,0,0.051282051,0.051282051,0.025641026,0.051282051,0.051282051,0,0.076923077,0,0,0.102564103,0.051282051,0.051282051,0.051282051,0.051282051,0.051282051
ABP,0.027027027,0.162162162,0,0.027027027,0.081081081,0.189189189,0.054054054,0,0.081081081,0.027027027,0,0.054054054,0.054054054,0.054054054,0,0.027027027,0.027027027,0.027027027,0,0.108108108
ABP,0.03030303,0.181818182,0,0.03030303,0.060606061,0.121212121,0.03030303,0,0,0.03030303,0,0.03030303,0,0,0.181818182,0.121212121,0.090909091,0.090909091,0,0
ABP,0.025,0.15,0.025,0,0.025,0.15,0.025,0,0,0.05,0,0.075,0.05,0,0.075,0.125,0.025,0.075,0,0.125
ABP,0.029411765,0.176470588,0,0,0.088235294,0.147058824,0.058823529,0.029411765,0.088235294,0.058823529,0,0.029411765,0.058823529,0,0.029411765,0.117647059,0,0.029411765,0.058823529,0
ABP,0.128205128,0.153846154,0,0,0,0.102564103,0,0,0.051282051,0.076923077,0,0.153846154,0,0.025641026,0,0.051282051,0.076923077,0.076923077,0.076923077,0.025641026
ABP,0.166666667,0.2,0,0.033333333,0.033333333,0.1,0,0.1,0,0.033333333,0,0,0.033333333,0.033333333,0.1,0,0.033333333,0,0.033333333,0.1
ABP,0.090909091,0.151515152,0,0,0.060606061,0.151515152,0.090909091,0.03030303,0.03030303,0.03030303,0,0.060606061,0.03030303,0,0.090909091,0.03030303,0.060606061,0.060606061,0.03030303,0
ABP,0.028571429,0,0.028571429,0,0,0.171428571,0.114285714,0.028571429,0,0.028571429,0,0.057142857,0.085714286,0.028571429,0.142857143,0.142857143,0.085714286,0,0,0.057142857
ABP,0.137931034,0.172413793,0,0,0,0.068965517,0.068965517,0.034482759,0.034482759,0.034482759,0,0.068965517,0,0,0.137931034,0.034482759,0.034482759,0.068965517,0.034482759,0.068965517
ABP,0.025641026,0.153846154,0.025641026,0,0.025641026,0.102564103,0.025641026,0.051282051,0.128205128,0.051282051,0,0,0.153846154,0.025641026,0.051282051,0.025641026,0.076923077,0.051282051,0,0.025641026
ABP,0.046511628,0.139534884,0.023255814,0.023255814,0.023255814,0.139534884,0.069767442,0.023255814,0.023255814,0.046511628,0,0,0.023255814,0.046511628,0.139534884,0.023255814,0.069767442,0.023255814,0.023255814,0.093023256
ABP,0.076923077,0.128205128,0,0.025641026,0.025641026,0.102564103,0,0.076923077,0.076923077,0.025641026,0,0.076923077,0.025641026,0,0.102564103,0.128205128,0.102564103,0,0,0.025641026
ABP,0,0.162162162,0,0,0.054054054,0.189189189,0.054054054,0.027027027,0.081081081,0,0,0.027027027,0.027027027,0.081081081,0.081081081,0.027027027,0.054054054,0,0,0.135135135
ABP,0.083333333,0.083333333,0,0,0.027777778,0.194444444,0.027777778,0,0.111111111,0.027777778,0,0.083333333,0,0.027777778,0.027777778,0.083333333,0.055555556,0.083333333,0.027777778,0.055555556
ABP,0.095238095,0.119047619,0,0.047619048,0.023809524,0.214285714,0,0.023809524,0.047619048,0.071428571,0,0.047619048,0,0.047619048,0.023809524,0.071428571,0.047619048,0,0.023809524,0.095238095
ABP,0.025,0.15,0,0,0.05,0.1,0.025,0.1,0.025,0.025,0,0.05,0.075,0.075,0.175,0,0.05,0.075,0,0
ABP,0.025,0.15,0.025,0.025,0.05,0.2,0.075,0.05,0.15,0,0.025,0.05,0.025,0,0,0.05,0,0,0.025,0.075
ABP,0,0.157894737,0,0,0.026315789,0.078947368,0,0.078947368,0.026315789,0.078947368,0,0.078947368,0.105263158,0.026315789,0.157894737,0.052631579,0.052631579,0.052631579,0.026315789,0
ABP,0.153846154,0.153846154,0.025641026,0,0,0.051282051,0.051282051,0.051282051,0.025641026,0.051282051,0,0.076923077,0,0,0.102564103,0.051282051,0.051282051,0.076923077,0.025641026,0.051282051
ABP,0.027777778,0.055555556,0,0,0,0.305555556,0,0.083333333,0.055555556,0.055555556,0,0.027777778,0,0.027777778,0.222222222,0.111111111,0.027777778,0,0,0
ABP,0,0.15,0,0.025,0.05,0.125,0.025,0.1,0.025,0.025,0,0.05,0.075,0.025,0.2,0,0.05,0.075,0,0
ABP,0.137254902,0,0,0,0.019607843,0.176470588,0.039215686,0,0.098039216,0.078431373,0,0.019607843,0.039215686,0.019607843,0.156862745,0.058823529,0.039215686,0.078431373,0,0.039215686
ABP,0.046511628,0.186046512,0.046511628,0.023255814,0.023255814,0.162790698,0.023255814,0.023255814,0.046511628,0.046511628,0,0.023255814,0.023255814,0.023255814,0.093023256,0.046511628,0.069767442,0.023255814,0.023255814,0.046511628
ABP,0.066666667,0.166666667,0.033333333,0.033333333,0,0.1,0.066666667,0.033333333,0.066666667,0.066666667,0,0.1,0.033333333,0,0,0.066666667,0.066666667,0,0.066666667,0.033333333
ABP,0.055555556,0.166666667,0,0,0,0.166666667,0.055555556,0.083333333,0.055555556,0.027777778,0,0.055555556,0.027777778,0.055555556,0.111111111,0.027777778,0.055555556,0,0,0.055555556
ABP,0.027777778,0.166666667,0,0.027777778,0.055555556,0.138888889,0,0.027777778,0,0.027777778,0,0.055555556,0.083333333,0,0.194444444,0.027777778,0.055555556,0,0,0.111111111
ABP,0.022222222,0.177777778,0.022222222,0.044444444,0.044444444,0.088888889,0.066666667,0.022222222,0.044444444,0.044444444,0.022222222,0.044444444,0.044444444,0.022222222,0.111111111,0.088888889,0.044444444,0.044444444,0,0
ABP,0.15,0.15,0.025,0,0,0.125,0.05,0,0.025,0.1,0,0.1,0,0,0.075,0.075,0.05,0.05,0,0.025
ABP,0,0.15,0,0.025,0.05,0.125,0.025,0.1,0.025,0.025,0,0.05,0.075,0.05,0.175,0,0.05,0.075,0,0
ABP,0.068181818,0.159090909,0,0,0.022727273,0.159090909,0.045454545,0.022727273,0.045454545,0.045454545,0.022727273,0.045454545,0.022727273,0.045454545,0.159090909,0.022727273,0.045454545,0.022727273,0,0.045454545
ABP,0.051282051,0.128205128,0,0.025641026,0.025641026,0.128205128,0,0.102564103,0.051282051,0,0,0.076923077,0.025641026,0,0.102564103,0.128205128,0.102564103,0.025641026,0,0.025641026
ABP,0.023809524,0.142857143,0.023809524,0.023809524,0.023809524,0.095238095,0.023809524,0.023809524,0.166666667,0.023809524,0,0.023809524,0.047619048,0.047619048,0.047619048,0.023809524,0.047619048,0.047619048,0.023809524,0.119047619
ABP,0.025,0,0.05,0.025,0,0.075,0,0.05,0,0.125,0.05,0,0.075,0.05,0.125,0.175,0.075,0.05,0.025,0.025
ABP,0.046511628,0.186046512,0.069767442,0,0.023255814,0.11627907,0.023255814,0.023255814,0.069767442,0.046511628,0,0.046511628,0.023255814,0.046511628,0.069767442,0.046511628,0.069767442,0.023255814,0.023255814,0.046511628
ABP,0.093023256,0.139534884,0.023255814,0,0.023255814,0.069767442,0.046511628,0.046511628,0.069767442,0.069767442,0,0.093023256,0,0,0.046511628,0.093023256,0.093023256,0.046511628,0.023255814,0.023255814
ABP,0.175,0.15,0.025,0,0.025,0.05,0.05,0.05,0.025,0.05,0,0.1,0,0,0.1,0.05,0.025,0.075,0,0.05
ABP,0.056603774,0.150943396,0.056603774,0.018867925,0.037735849,0.132075472,0.018867925,0.018867925,0.056603774,0.037735849,0.018867925,0.018867925,0.037735849,0.037735849,0.094339623,0.094339623,0.037735849,0.075471698,0,0
ABP,0.028571429,0.171428571,0,0,0,0.114285714,0,0.114285714,0.057142857,0.114285714,0.028571429,0.028571429,0.028571429,0.028571429,0.142857143,0.057142857,0.028571429,0.057142857,0,0
ABP,0.028571429,0.171428571,0,0.028571429,0.057142857,0.057142857,0.057142857,0.028571429,0,0.028571429,0.028571429,0.028571429,0,0,0.114285714,0.114285714,0.142857143,0.028571429,0,0.085714286
ABP,0.125,0.15,0.05,0,0.025,0.15,0.025,0.025,0.025,0.05,0,0.075,0,0.025,0.075,0.075,0.025,0.075,0,0.025
ABP,0.026315789,0.157894737,0,0,0,0.105263158,0,0.078947368,0.131578947,0,0.026315789,0.078947368,0.078947368,0.026315789,0.105263158,0.026315789,0.026315789,0.131578947,0,0
ABP,0.064516129,0,0,0,0.032258065,0.129032258,0.032258065,0,0.161290323,0.096774194,0,0,0.096774194,0.064516129,0.032258065,0.129032258,0.064516129,0,0.096774194,0
ABP,0,0.171428571,0,0.028571429,0.028571429,0.142857143,0.028571429,0.114285714,0.085714286,0.028571429,0,0.057142857,0.057142857,0.028571429,0.085714286,0.057142857,0.028571429,0.028571429,0,0.028571429
ABP,0.134615385,0,0,0,0.019230769,0.173076923,0.038461538,0,0.096153846,0.076923077,0.019230769,0.019230769,0.038461538,0.019230769,0.153846154,0.057692308,0.038461538,0.076923077,0,0.038461538
ABP,0,0.162162162,0,0,0.054054054,0.189189189,0.054054054,0.027027027,0.108108108,0,0,0.027027027,0.027027027,0.081081081,0.027027027,0.054054054,0.054054054,0,0,0.135135135
ABP,0,0,0.027777778,0,0.027777778,0.333333333,0,0,0.111111111,0,0.027777778,0,0.083333333,0,0.166666667,0.194444444,0,0,0.027777778,0
ABP,0.027027027,0.162162162,0,0,0.027027027,0.108108108,0.027027027,0.054054054,0.135135135,0.054054054,0,0,0.135135135,0.027027027,0.054054054,0.027027027,0.081081081,0.054054054,0,0.027027027
ABP,0.055555556,0.166666667,0.027777778,0,0.027777778,0.138888889,0.027777778,0.055555556,0.111111111,0.027777778,0,0.027777778,0.027777778,0.055555556,0,0.083333333,0.055555556,0.027777778,0,0.083333333
ABP,0.027027027,0,0.027027027,0.027027027,0.027027027,0.054054054,0.027027027,0.027027027,0.054054054,0,0,0,0.27027027,0,0.135135135,0.027027027,0.162162162,0,0.081081081,0.054054054
ABP,0.052631579,0.210526316,0.026315789,0,0,0.105263158,0,0.078947368,0.026315789,0,0,0,0.052631579,0.052631579,0.078947368,0.210526316,0,0,0.026315789,0.078947368
ABP,0,0.157894737,0,0,0.026315789,0.157894737,0,0.078947368,0.026315789,0.026315789,0.026315789,0.026315789,0.131578947,0.026315789,0.131578947,0.052631579,0.026315789,0.078947368,0.026315789,0
ABP,0,0.157894737,0.026315789,0,0.026315789,0.157894737,0.052631579,0.026315789,0.026315789,0.078947368,0.026315789,0,0.052631579,0.078947368,0.078947368,0.052631579,0.105263158,0,0,0.052631579
ABP,0,0.162162162,0.054054054,0,0.027027027,0.081081081,0.027027027,0,0.081081081,0.081081081,0,0.054054054,0.081081081,0.081081081,0.081081081,0.108108108,0.054054054,0,0,0.027027027
ABP,0.055555556,0.166666667,0.027777778,0,0,0.166666667,0.027777778,0.027777778,0.138888889,0.027777778,0,0.027777778,0.027777778,0.055555556,0,0.027777778,0.055555556,0.055555556,0,0.111111111
ABP,0.029411765,0.176470588,0.029411765,0,0.058823529,0.117647059,0,0.058823529,0,0.029411765,0,0.029411765,0.029411765,0.029411765,0.235294118,0.058823529,0.029411765,0.029411765,0,0.058823529
ABP,0,0.095238095,0.023809524,0,0.047619048,0.095238095,0.023809524,0.023809524,0.023809524,0.095238095,0,0.047619048,0.261904762,0.023809524,0.071428571,0.023809524,0.047619048,0.047619048,0.023809524,0.023809524
ABP,0.03125,0,0.03125,0,0,0.03125,0,0.09375,0.03125,0.03125,0,0.03125,0.21875,0.03125,0.25,0.03125,0.0625,0,0.125,0
ABP,0.052631579,0.157894737,0,0,0.078947368,0.157894737,0.052631579,0.026315789,0.026315789,0.026315789,0,0.052631579,0.026315789,0.052631579,0.157894737,0.026315789,0.052631579,0,0,0.052631579
ABP,0.106382979,0.170212766,0.021276596,0,0,0.085106383,0,0.021276596,0.021276596,0.021276596,0,0.042553191,0.170212766,0.063829787,0.063829787,0.021276596,0.042553191,0.042553191,0,0.106382979
